"Set","Soil_Organic_Carbon_kg_m2","Type"
625,13.2701949406254,"MIMICS"
626,12.8535822393074,"MIMICS"
627,10.5545307180532,"MIMICS"
628,8.64657469965276,"MIMICS"
630,11.4317803983335,"MIMICS"
632,11.7749415590932,"MIMICS"
633,10.276572949266,"MIMICS"
634,12.4611162917257,"MIMICS"
635,12.211268454583,"MIMICS"
636,10.1395296647917,"MIMICS"
637,9.59602915946307,"MIMICS"
638,14.7187061724831,"MIMICS"
639,16.410701924948,"MIMICS"
640,11.8374193828355,"MIMICS"
643,15.9408902513166,"MIMICS"
644,10.4902552051998,"MIMICS"
645,10.0232609744029,"MIMICS"
646,12.4765339042438,"MIMICS"
648,11.21853574388,"MIMICS"
650,12.4611501217522,"MIMICS"
651,12.1556602744712,"MIMICS"
652,16.2529957746494,"MIMICS"
653,11.0813918344548,"MIMICS"
654,11.6362702218228,"MIMICS"
655,9.4484816056992,"MIMICS"
656,15.3578750034048,"MIMICS"
657,17.5231288571724,"MIMICS"
658,22.7180365163268,"MIMICS"
659,18.6934719803444,"MIMICS"
660,21.9104582418405,"MIMICS"
662,13.0280088517148,"MIMICS"
667,21.7338183802174,"MIMICS"
668,13.5753247679984,"MIMICS"
669,16.4948735112628,"MIMICS"
671,17.8292956100819,"MIMICS"
672,16.4641987517943,"MIMICS"
673,10.8198468164513,"MIMICS"
674,15.2041549571616,"MIMICS"
675,16.7053030306456,"MIMICS"
676,10.5792918410983,"MIMICS"
677,13.2213531811912,"MIMICS"
678,12.6680315656463,"MIMICS"
679,13.5418984674119,"MIMICS"
680,10.892575216747,"MIMICS"
681,10.2614011809991,"MIMICS"
682,13.814660738369,"MIMICS"
684,12.3881969364952,"MIMICS"
685,10.9582151572279,"MIMICS"
686,15.3875573272867,"MIMICS"
687,13.6163880322457,"MIMICS"
688,18.8975280284359,"MIMICS"
689,14.1485159776765,"MIMICS"
690,14.557584399364,"MIMICS"
691,17.2775919398545,"MIMICS"
692,12.3493746818378,"MIMICS"
693,8.30592068132735,"MIMICS"
694,9.52075255167865,"MIMICS"
695,9.81679624837158,"MIMICS"
696,19.3331434469967,"MIMICS"
697,15.425792392379,"MIMICS"
698,10.4444869260417,"MIMICS"
699,18.1810484895411,"MIMICS"
700,16.6113822095817,"MIMICS"
701,11.5866398323731,"MIMICS"
702,10.3178382656739,"MIMICS"
703,11.0373900214969,"MIMICS"
704,12.3336872876129,"MIMICS"
706,7.1321931369631,"MIMICS"
707,10.657855187244,"MIMICS"
708,8.58887577713564,"MIMICS"
709,30.1784043919865,"MIMICS"
710,36.9274560447547,"MIMICS"
711,40.1156074366012,"MIMICS"
712,19.8893214069824,"MIMICS"
713,32.8445952582834,"MIMICS"
714,21.5851893815327,"MIMICS"
716,28.0620510347362,"MIMICS"
717,25.3262789367231,"MIMICS"
718,28.5162549607133,"MIMICS"
719,29.4451796445756,"MIMICS"
720,25.0193858808076,"MIMICS"
721,21.7001097505114,"MIMICS"
722,30.3384690980927,"MIMICS"
723,25.9611459695652,"MIMICS"
